HOG	OG	Gene Tree Parent Clade	Arabidopsis_thaliana	Avena_sativa	Brachypodium_distachyon	Hordeum_vulgare	Oryza_sativa	Sorghum_bicolor	Triticum_aestivum	Triticum_turgidum	Zea_mays
N2.HOG0022162	OG0015353	n0						SORBI_3010G277600			Zm00001eb271820_P002
N2.HOG0022163	OG0015354	n0						SORBI_3007G211100			Zm00001eb034920_P004
N2.HOG0022164	OG0015355	n0						SORBI_3004G354000			Zm00001eb259350_P002
N2.HOG0022165	OG0015356	n0						SORBI_3003G229600			Zm00001eb159150_P002, Zm00001eb358930_P003
N2.HOG0022166	OG0015357	n0						SORBI_3003G040500			Zm00001eb122050_P001
N2.HOG0022167	OG0015358	n0						SORBI_3002G342600			
N2.HOG0022168	OG0015359	n0						SORBI_3003G252000			Zm00001eb359970_P001
N2.HOG0022169	OG0015360	n0						SORBI_3001G065100			Zm00001eb059990_P001, Zm00001eb213380_P001
N2.HOG0022170	OG0015361	n0						SORBI_3006G217900			Zm00001eb070510_P001
N2.HOG0022171	OG0015362	n0									Zm00001eb004560_P001, Zm00001eb210180_P001
N2.HOG0022172	OG0015363	n0						SORBI_3006G065600			Zm00001eb084350_P001
N2.HOG0022173	OG0015364	n0						SORBI_3001G009900			Zm00001eb064670_P001
N2.HOG0022174	OG0015365	n0						SORBI_3004G074300			Zm00001eb234970_P001
N2.HOG0022175	OG0015366	n0						SORBI_3001G092100			Zm00001eb057050_P001
N2.HOG0022176	OG0015367	n0						SORBI_3005G132200, SORBI_3004G164400			Zm00001eb170550_P001
N2.HOG0022177	OG0015368	n0						SORBI_3001G276200			Zm00001eb027200_P001
N2.HOG0022178	OG0015370	n0						SORBI_3007G220900			Zm00001eb199670_P002
N2.HOG0022179	OG0015371	n0						SORBI_3001G203000			Zm00001eb220820_P001
N2.HOG0022180	OG0015372	n0						SORBI_3006G157300			Zm00001eb075780_P001
N2.HOG0022181	OG0015373	n0						SORBI_3003G194500			Zm00001eb160100_P002
N2.HOG0022182	OG0015374	n0						SORBI_3007G141100			Zm00001eb041130_P001
N2.HOG0022183	OG0015375	n0						SORBI_3010G101500			Zm00001eb371730_P001
N2.HOG0022184	OG0015376	n0						SORBI_3009G011600			Zm00001eb355820_P001
N2.HOG0022185	OG0015377	n0						SORBI_3002G116200			Zm00001eb305840_P001
N2.HOG0022186	OG0015378	n0						SORBI_3001G085800			Zm00001eb057630_P001
N2.HOG0022187	OG0015379	n0						SORBI_3001G457800			Zm00001eb400270_P001
N2.HOG0022188	OG0015380	n0						SORBI_3004G266200			Zm00001eb188460_P001, Zm00001eb252220_P001
N2.HOG0022189	OG0015381	n0						SORBI_3002G340500			Zm00001eb106990_P001
N2.HOG0022190	OG0015382	n0						SORBI_3008G077600			Zm00001eb411260_P002
N2.HOG0022191	OG0015383	n0						SORBI_3003G370300			Zm00001eb146450_P003
N2.HOG0022192	OG0015384	n2						SORBI_3008G102150			
N2.HOG0022193	OG0015384	n5						SORBI_3003G168900, SORBI_3001G231300			
N2.HOG0022194	OG0015385	n0						SORBI_3009G052700			Zm00001eb356360_P005
N2.HOG0022195	OG0015387	n0						SORBI_3009G083100			Zm00001eb284890_P001
N2.HOG0022196	OG0015388	n0									Zm00001eb351070_P002
N2.HOG0022197	OG0015389	n0						SORBI_3001G221700			Zm00001eb046020_P001
N2.HOG0022198	OG0015391	n0						SORBI_3001G212451			Zm00001eb045270_P001
N2.HOG0022199	OG0015392	n0						SORBI_3001G314100			Zm00001eb393680_P001
N2.HOG0022200	OG0015393	n0						SORBI_3001G304300			Zm00001eb023040_P001
N2.HOG0022201	OG0015394	n0						SORBI_3009G139500			Zm00001eb288220_P001
N2.HOG0022202	OG0015396	n0						SORBI_3009G128700			Zm00001eb346710_P001, Zm00001eb346720_P001
N2.HOG0022203	OG0015397	n0						SORBI_3009G174800			Zm00001eb290730_P001
N2.HOG0022204	OG0015399	n0						SORBI_3002G136700			
N2.HOG0022205	OG0015400	n0						SORBI_3009G183900, SORBI_3009G183800			
N2.HOG0022206	OG0015401	n0						SORBI_3009G198600			Zm00001eb292950_P001
N2.HOG0022207	OG0015403	n0						SORBI_3009G210100			Zm00001eb293160_P001
N2.HOG0022208	OG0015404	n0						SORBI_3009G216400			Zm00001eb294540_P001
N2.HOG0022209	OG0015405	n0						SORBI_3009G218800			Zm00001eb294680_P002, Zm00001eb342710_P001
N2.HOG0022210	OG0015406	n0						SORBI_3009G233800			Zm00001eb296000_P003
N2.HOG0022211	OG0015407	n0						SORBI_3001G226300			Zm00001eb046350_P003
N2.HOG0022212	OG0015408	n0						SORBI_3006G114900			
N2.HOG0022213	OG0015410	n0						SORBI_3004G024400			Zm00001eb230840_P001
N2.HOG0022214	OG0015411	n0						SORBI_3004G012200			Zm00001eb229960_P001
N2.HOG0022215	OG0015413	n0						SORBI_3009G149600			Zm00001eb289230_P001
N2.HOG0022216	OG0015414	n0						SORBI_3009G184600			Zm00001eb291750_P001
N2.HOG0022217	OG0015415	n0						SORBI_3004G054900			
N2.HOG0022218	OG0015416	n0						SORBI_3009G241500			Zm00001eb296630_P001
N2.HOG0022219	OG0015417	n0						SORBI_3003G069875			
N2.HOG0022220	OG0015419	n0						SORBI_3003G098600			Zm00001eb126290_P001
N2.HOG0022221	OG0015421	n0						SORBI_3001G337500			Zm00001eb020080_P001
N2.HOG0022222	OG0015422	n0						SORBI_3007G217300			Zm00001eb034050_P001
N2.HOG0022223	OG0015423	n0						SORBI_3001G289900			Zm00001eb024570_P003, Zm00001eb390500_P002
N2.HOG0022224	OG0015426	n0						SORBI_3001G322400			Zm00001eb021290_P002
N2.HOG0022225	OG0015429	n0						SORBI_3005G134600			Zm00001eb113380_P002
N2.HOG0022226	OG0015430	n0						SORBI_3001G249000			
N2.HOG0022227	OG0015431	n0						SORBI_3009G013600			Zm00001eb355760_P001
N2.HOG0022228	OG0015433	n0						SORBI_3009G017000			
N2.HOG0022229	OG0015434	n0									Zm00001eb265960_P001
N2.HOG0022230	OG0015437	n0						SORBI_3009G044100			
N2.HOG0022231	OG0015438	n0						SORBI_3001G423500			Zm00001eb012120_P001
N2.HOG0022232	OG0015439	n0						SORBI_3001G423600			Zm00001eb397810_P001
N2.HOG0022233	OG0015440	n0						SORBI_3001G431100			Zm00001eb011280_P001
N2.HOG0022234	OG0015441	n0						SORBI_3001G434000			
N2.HOG0022235	OG0015444	n0						SORBI_3001G477400			Zm00001eb006610_P001, Zm00001eb401510_P001
N2.HOG0022236	OG0015445	n0						SORBI_3001G502600			Zm00001eb003970_P001
N2.HOG0022237	OG0015446	n0						SORBI_3001G503400			Zm00001eb251120_P001, Zm00001eb403010_P001
N2.HOG0022238	OG0015447	n0						SORBI_3001G509300			
N2.HOG0022239	OG0015448	n0						SORBI_3001G510600			Zm00001eb003200_P001
N2.HOG0022240	OG0015449	n0						SORBI_3001G518100			Zm00001eb002460_P001, Zm00001eb402500_P001
N2.HOG0022241	OG0015450	n0						SORBI_3001G522200			
N2.HOG0022242	OG0015453	n0						SORBI_3001G536600			Zm00001eb000760_P001, Zm00001eb404200_P001
N2.HOG0022243	OG0015455	n0						SORBI_3001G538932			Zm00001eb000600_P001
N2.HOG0022244	OG0015456	n0						SORBI_3002G330300			Zm00001eb106490_P001
N2.HOG0022245	OG0015458	n0						SORBI_3002G317500			Zm00001eb105950_P001
N2.HOG0022246	OG0015460	n0						SORBI_3002G057400			Zm00001eb301770_P001
N2.HOG0022247	OG0015463	n0						SORBI_3002G004500			Zm00001eb118300_P001
N2.HOG0022248	OG0015465	n0						SORBI_3006G031100			Zm00001eb086310_P001
N2.HOG0022249	OG0015468	n0						SORBI_3004G335400			
N2.HOG0022250	OG0015469	n0						SORBI_3006G084600			
N2.HOG0022251	OG0015471	n0						SORBI_3006G122400			Zm00001eb079430_P001
N2.HOG0022252	OG0015473	n0						SORBI_3006G162100			
N2.HOG0022253	OG0015474	n0						SORBI_3006G165200			Zm00001eb427800_P001
N2.HOG0022254	OG0015475	n0						SORBI_3006G172300			
N2.HOG0022255	OG0015477	n0						SORBI_3006G190850			Zm00001eb072960_P001
N2.HOG0022256	OG0015478	n0						SORBI_3006G202000			
N2.HOG0022257	OG0015479	n0						SORBI_3006G208000			
N2.HOG0022258	OG0015480	n0						SORBI_3006G214800			Zm00001eb430910_P001
N2.HOG0022259	OG0015481	n0						SORBI_3006G216400			Zm00001eb431010_P001
N2.HOG0022260	OG0015482	n0						SORBI_3006G224500			Zm00001eb431400_P001
N2.HOG0022261	OG0015483	n0						SORBI_3002G380750, SORBI_3002G381100			
N2.HOG0022262	OG0015484	n0						SORBI_3006G238100			Zm00001eb068650_P001
N2.HOG0022263	OG0015485	n0						SORBI_3006G239200			Zm00001eb432040_P001
N2.HOG0022264	OG0015487	n0						SORBI_3010G176800			Zm00001eb277060_P004
N2.HOG0022265	OG0015488	n0						SORBI_3010G196000			Zm00001eb387910_P001
N2.HOG0022266	OG0015489	n0						SORBI_3010G198900			Zm00001eb387610_P001
N2.HOG0022267	OG0015490	n0						SORBI_3010G256700, SORBI_3010G256932			Zm00001eb272720_P004
N2.HOG0022268	OG0015491	n0						SORBI_3010G252900			
N2.HOG0022269	OG0015492	n0						SORBI_3008G059500			Zm00001eb408440_P004
N2.HOG0022270	OG0015493	n0						SORBI_3010G206800			
N2.HOG0022271	OG0015494	n0						SORBI_3002G115200			Zm00001eb305770_P001
N2.HOG0022272	OG0015495	n0						SORBI_3002G398600			Zm00001eb329380_P001
N2.HOG0022273	OG0015496	n0						SORBI_3002G384000			Zm00001eb328090_P001
N2.HOG0022274	OG0015497	n0						SORBI_3002G372300			Zm00001eb327320_P002
N2.HOG0022275	OG0015498	n0						SORBI_3002G367700			Zm00001eb108840_P001
N2.HOG0022276	OG0015499	n0						SORBI_3002G360600			
N2.HOG0022277	OG0015501	n0						SORBI_3002G348500			Zm00001eb107430_P001
N2.HOG0022278	OG0015502	n0						SORBI_3002G338250			
N2.HOG0022279	OG0015503	n0						SORBI_3002G322500			Zm00001eb106190_P001
N2.HOG0022280	OG0015504	n0						SORBI_3002G306400			Zm00001eb105300_P001, Zm00001eb321720_P004
N2.HOG0022281	OG0015505	n0						SORBI_3002G010200			Zm00001eb298690_P003
N2.HOG0022282	OG0015506	n0						SORBI_3006G081500			Zm00001eb082830_P001
N2.HOG0022283	OG0015507	n0						SORBI_3006G243500			Zm00001eb068240_P004
N2.HOG0022284	OG0015508	n0						SORBI_3006G248100			
N2.HOG0022285	OG0015510	n0						SORBI_3010G089800			
N2.HOG0022286	OG0015511	n0						SORBI_3001G520700			Zm00001eb403530_P001
N2.HOG0022287	OG0015514	n0						SORBI_3010G118000			Zm00001eb380630_P001
N2.HOG0022288	OG0015515	n0						SORBI_3004G141600			Zm00001eb240930_P002
N2.HOG0022289	OG0015516	n0						SORBI_3010G130300			Zm00001eb381530_P001
N2.HOG0022290	OG0015519	n0						SORBI_3010G142900			Zm00001eb382400_P001
N2.HOG0022291	OG0015520	n0						SORBI_3010G143400			Zm00001eb278150_P003
N2.HOG0022292	OG0015522	n0						SORBI_3002G120200			Zm00001eb306130_P001
N2.HOG0022293	OG0015523	n0						SORBI_3010G279100			Zm00001eb229030_P002
N2.HOG0022294	OG0015525	n0						SORBI_3004G066000			Zm00001eb234130_P001
N2.HOG0022295	OG0015526	n0						SORBI_3006G230600			
N2.HOG0022296	OG0015528	n0						SORBI_3002G349500			Zm00001eb325180_P001
N2.HOG0022297	OG0015529	n0									Zm00001eb008240_P005
N2.HOG0022298	OG0015531	n0						SORBI_3003G442500			Zm00001eb139920_P001
N2.HOG0022299	OG0015532	n0						SORBI_3003G051700			Zm00001eb336670_P002
N2.HOG0022300	OG0015533	n0						SORBI_3006G275100			Zm00001eb434240_P003
N2.HOG0022301	OG0015535	n0						SORBI_3003G017601			Zm00001eb119900_P001
N2.HOG0022302	OG0015536	n0						SORBI_3003G036800			Zm00001eb088450_P001, Zm00001eb121510_P001
N2.HOG0022303	OG0015537	n0						SORBI_3003G006000			
N2.HOG0022304	OG0015538	n0						SORBI_3003G004100			Zm00001eb118980_P001
N2.HOG0022305	OG0015539	n0						SORBI_3003G001701			
N2.HOG0022306	OG0015540	n0						SORBI_3003G000700			Zm00001eb339520_P001
N2.HOG0022307	OG0015541	n0						SORBI_3003G111600			Zm00001eb127340_P001
N2.HOG0022308	OG0015543	n0						SORBI_3003G126100			Zm00001eb333050_P001
N2.HOG0022309	OG0015544	n0						SORBI_3003G229300			Zm00001eb159200_P005, Zm00001eb358870_P005
N2.HOG0022310	OG0015545	n0						SORBI_3003G230700			Zm00001eb159030_P001
N2.HOG0022311	OG0015546	n0						SORBI_3003G236600			Zm00001eb158630_P001, Zm00001eb359290_P001
N2.HOG0022312	OG0015547	n0						SORBI_3003G264300			Zm00001eb156200_P001, Zm00001eb360700_P001
N2.HOG0022313	OG0015548	n0						SORBI_3003G266001			Zm00001eb155990_P003
N2.HOG0022314	OG0015549	n0						SORBI_3003G270200			Zm00001eb155620_P001
N2.HOG0022315	OG0015550	n0						SORBI_3003G278100, SORBI_3003G278000			Zm00001eb361540_P001
N2.HOG0022316	OG0015551	n0						SORBI_3003G306800			Zm00001eb370280_P001
N2.HOG0022317	OG0015552	n0						SORBI_3003G300200			Zm00001eb152800_P001
N2.HOG0022318	OG0015553	n0						SORBI_3003G298700			Zm00001eb152920_P001
N2.HOG0022319	OG0015554	n0						SORBI_3003G295500			Zm00001eb153210_P001
N2.HOG0022320	OG0015555	n0						SORBI_3003G284600			
N2.HOG0022321	OG0015557	n0						SORBI_3003G040700, SORBI_3002G053600			Zm00001eb207730_P001, Zm00001eb337610_P001
N2.HOG0022322	OG0015558	n0						SORBI_3001G247900			Zm00001eb047940_P001
N2.HOG0022323	OG0015560	n0						SORBI_3003G346800			Zm00001eb148810_P001, Zm00001eb368230_P001
N2.HOG0022324	OG0015561	n0						SORBI_3003G320500			
N2.HOG0022325	OG0015562	n0						SORBI_3003G313700			
N2.HOG0022326	OG0015563	n0						SORBI_3003G357700			
N2.HOG0022327	OG0015564	n0						SORBI_3005G122850			
N2.HOG0022328	OG0015565	n0						SORBI_3001G006500			
N2.HOG0022329	OG0015566	n0						SORBI_3003G377200			Zm00001eb145770_P001
N2.HOG0022330	OG0015567	n0						SORBI_3003G378500			Zm00001eb366150_P001
N2.HOG0022331	OG0015570	n0						SORBI_3003G152300			Zm00001eb131020_P001
N2.HOG0022332	OG0015571	n0						SORBI_3003G343300			Zm00001eb368450_P001
N2.HOG0022333	OG0015573	n0						SORBI_3007G171950			
N2.HOG0022334	OG0015574	n0						SORBI_3005G198300			Zm00001eb166120_P002
N2.HOG0022335	OG0015575	n0						SORBI_3003G063600			Zm00001eb123750_P001
N2.HOG0022336	OG0015576	n0						SORBI_3005G164500			Zm00001eb200440_P001
N2.HOG0022337	OG0015577	n0						SORBI_3001G189000			Zm00001eb043100_P002
N2.HOG0022338	OG0015578	n0						SORBI_3008G191800			Zm00001eb033180_P001
N2.HOG0022339	OG0015579	n0						SORBI_3005G042900			Zm00001eb197520_P001
N2.HOG0022340	OG0015581	n0						SORBI_3005G063100			Zm00001eb201240_P001
N2.HOG0022341	OG0015582	n0						SORBI_3005G074200			Zm00001eb168890_P001
N2.HOG0022342	OG0015586	n0						SORBI_3001G150650			
N2.HOG0022343	OG0015587	n0						SORBI_3001G148000			Zm00001eb052670_P001, Zm00001eb218170_P001
N2.HOG0022344	OG0015588	n0						SORBI_3001G140700			Zm00001eb052130_P003
N2.HOG0022345	OG0015590	n0						SORBI_3001G127800			Zm00001eb053830_P001
N2.HOG0022346	OG0015591	n0						SORBI_3001G127700			Zm00001eb053840_P001
N2.HOG0022347	OG0015592	n0						SORBI_3001G125100			Zm00001eb216840_P001
N2.HOG0022348	OG0015593	n0						SORBI_3001G110100			Zm00001eb055580_P001
N2.HOG0022349	OG0015594	n0						SORBI_3001G104000			Zm00001eb056080_P001
N2.HOG0022350	OG0015595	n0						SORBI_3001G102100			Zm00001eb215490_P001
N2.HOG0022351	OG0015596	n0						SORBI_3001G098700			Zm00001eb215380_P002
N2.HOG0022352	OG0015597	n0						SORBI_3001G097200			Zm00001eb056540_P001
N2.HOG0022353	OG0015598	n0						SORBI_3001G094400			Zm00001eb056900_P001
N2.HOG0022354	OG0015599	n0						SORBI_3001G093200			Zm00001eb056980_P001
N2.HOG0022355	OG0015600	n0						SORBI_3001G090900			Zm00001eb057130_P001
N2.HOG0022356	OG0015602	n0						SORBI_3001G086800			Zm00001eb214780_P002
N2.HOG0022357	OG0015603	n0						SORBI_3001G085000			Zm00001eb214580_P002
N2.HOG0022358	OG0015606	n0						SORBI_3001G000100			Zm00001eb065400_P001
N2.HOG0022359	OG0015607	n0						SORBI_3001G038700			Zm00001eb212010_P001
N2.HOG0022360	OG0015608	n0						SORBI_3001G029500			Zm00001eb063170_P001
N2.HOG0022361	OG0015610	n0						SORBI_3001G010000			Zm00001eb064660_P001
N2.HOG0022362	OG0015611	n0						SORBI_3003G374850			Zm00001eb366380_P001
N2.HOG0022363	OG0015612	n0						SORBI_3003G395900			Zm00001eb144010_P001
N2.HOG0022364	OG0015613	n0						SORBI_3003G398900			
N2.HOG0022365	OG0015614	n0						SORBI_3003G413400			Zm00001eb363710_P001
N2.HOG0022366	OG0015615	n0						SORBI_3010G279200			
N2.HOG0022367	OG0015617	n0						SORBI_3006G266000			Zm00001eb066310_P001
N2.HOG0022368	OG0015619	n0						SORBI_3006G033500			Zm00001eb086820_P001
N2.HOG0022369	OG0015620	n0						SORBI_3002G423200			Zm00001eb331130_P001
N2.HOG0022370	OG0015621	n0						SORBI_3002G379700			
N2.HOG0022371	OG0015624	n0						SORBI_3010G160600			Zm00001eb383670_P002
N2.HOG0022372	OG0015626	n0						SORBI_3007G015400			Zm00001eb173970_P001
N2.HOG0022373	OG0015627	n0						SORBI_3007G027900			Zm00001eb261720_P002
N2.HOG0022374	OG0015628	n0						SORBI_3007G031000			Zm00001eb173140_P001
N2.HOG0022375	OG0015629	n0						SORBI_3001G347800			Zm00001eb392680_P001
N2.HOG0022376	OG0015630	n0						SORBI_3001G356300, SORBI_3001G490100			
N2.HOG0022377	OG0015632	n0						SORBI_3001G365000			Zm00001eb017550_P001
N2.HOG0022378	OG0015633	n0						SORBI_3001G383200			Zm00001eb015850_P001
N2.HOG0022379	OG0015634	n0						SORBI_3002G412001			
N2.HOG0022380	OG0015635	n0						SORBI_3001G393600			Zm00001eb014930_P001
N2.HOG0022381	OG0015636	n0						SORBI_3001G399400			Zm00001eb014150_P002, Zm00001eb396470_P001
N2.HOG0022382	OG0015637	n0						SORBI_3001G405150			Zm00001eb013590_P001, Zm00001eb396910_P001
N2.HOG0022383	OG0015638	n0						SORBI_3001G425800			Zm00001eb011910_P001
N2.HOG0022384	OG0015639	n0						SORBI_3010G152900, SORBI_3008G096401			Zm00001eb388370_P001
N2.HOG0022385	OG0015640	n0						SORBI_3005G231800			Zm00001eb164340_P001
N2.HOG0022386	OG0015641	n0						SORBI_3005G032600			Zm00001eb092890_P001
N2.HOG0022387	OG0015642	n0						SORBI_3001G116800			Zm00001eb216320_P001
N2.HOG0022388	OG0015645	n0						SORBI_3003G424400			Zm00001eb141210_P001
N2.HOG0022389	OG0015646	n0						SORBI_3010G064100			Zm00001eb374810_P001
N2.HOG0022390	OG0015648	n0						SORBI_3002G187350			
N2.HOG0022391	OG0015651	n0						SORBI_3001G003500			Zm00001eb065130_P002, Zm00001eb210380_P001
N2.HOG0022392	OG0015652	n0						SORBI_3001G407300			Zm00001eb397030_P001
N2.HOG0022393	OG0015653	n0						SORBI_3003G144500			Zm00001eb130200_P002
N2.HOG0022394	OG0015654	n0						SORBI_3010G268400			Zm00001eb228230_P001
N2.HOG0022395	OG0015655	n0						SORBI_3008G096200			Zm00001eb133050_P001
N2.HOG0022396	OG0015656	n0						SORBI_3008G057600			Zm00001eb408270_P002
N2.HOG0022397	OG0015657	n0						SORBI_3008G064500			
N2.HOG0022398	OG0015658	n0						SORBI_3008G054600			Zm00001eb138970_P002
N2.HOG0022399	OG0015659	n0						SORBI_3008G042500			Zm00001eb407090_P001
N2.HOG0022400	OG0015660	n0						SORBI_3001G239100			
N2.HOG0022401	OG0015663	n0						SORBI_3010G194400			
N2.HOG0022402	OG0015664	n0						SORBI_3003G153900			
N2.HOG0022403	OG0015665	n0						SORBI_3002G180200			Zm00001eb310820_P001
N2.HOG0022404	OG0015666	n0						SORBI_3002G186100			Zm00001eb098720_P001
N2.HOG0022405	OG0015667	n0						SORBI_3002G198300			Zm00001eb312350_P004
N2.HOG0022406	OG0015669	n0						SORBI_3002G199900			Zm00001eb312470_P001
N2.HOG0022407	OG0015670	n0						SORBI_3002G202800			Zm00001eb312890_P001
N2.HOG0022408	OG0015671	n0						SORBI_3004G210300			
N2.HOG0022409	OG0015672	n0						SORBI_3002G222500			Zm00001eb314660_P001
N2.HOG0022410	OG0015673	n0						SORBI_3002G223100			
N2.HOG0022411	OG0015674	n0						SORBI_3002G227900			Zm00001eb100930_P001, Zm00001eb315100_P002
N2.HOG0022412	OG0015675	n0						SORBI_3002G231000			
N2.HOG0022413	OG0015676	n0									Zm00001eb316270_P001
N2.HOG0022414	OG0015677	n0						SORBI_3002G259301			
N2.HOG0022415	OG0015678	n0						SORBI_3002G264300			Zm00001eb102790_P003
N2.HOG0022416	OG0015679	n0						SORBI_3002G274600			Zm00001eb319540_P002
N2.HOG0022417	OG0015680	n0						SORBI_3007G216401			
N2.HOG0022418	OG0015681	n0						SORBI_3001G102901			
N2.HOG0022419	OG0015682	n0						SORBI_3002G138300			Zm00001eb307760_P001
N2.HOG0022420	OG0015683	n0						SORBI_3007G180450			
N2.HOG0022421	OG0015684	n0						SORBI_3007G163500, SORBI_3007G161450			Zm00001eb038690_P001
N2.HOG0022422	OG0015686	n0						SORBI_3007G157400			
N2.HOG0022423	OG0015688	n0						SORBI_3002G160800			Zm00001eb309310_P001
N2.HOG0022424	OG0015691	n0						SORBI_3010G077400			
N2.HOG0022425	OG0015692	n0						SORBI_3010G054100			
N2.HOG0022426	OG0015693	n0						SORBI_3010G045000			Zm00001eb376540_P001, Zm00001eb376560_P001
N2.HOG0022427	OG0015694	n0						SORBI_3010G040000			Zm00001eb156990_P001, Zm00001eb270820_P001
N2.HOG0022428	OG0015697	n0						SORBI_3004G082600			Zm00001eb235920_P001
N2.HOG0022429	OG0015698	n0						SORBI_3004G089200			Zm00001eb240340_P001
N2.HOG0022430	OG0015699	n0						SORBI_3004G095500			Zm00001eb133980_P001, Zm00001eb205110_P001
N2.HOG0022431	OG0015701	n0						SORBI_3004G105200			
N2.HOG0022432	OG0015702	n0						SORBI_3004G308000			Zm00001eb193710_P001
N2.HOG0022433	OG0015703	n0						SORBI_3004G232100			Zm00001eb255270_P001
N2.HOG0022434	OG0015704	n0						SORBI_3004G246800			Zm00001eb190360_P001
N2.HOG0022435	OG0015705	n0						SORBI_3004G247300			Zm00001eb253780_P001
N2.HOG0022436	OG0015706	n0						SORBI_3004G249700			
N2.HOG0022437	OG0015707	n0						SORBI_3004G258500			Zm00001eb189430_P001
N2.HOG0022438	OG0015708	n0						SORBI_3004G280100			Zm00001eb250790_P001
N2.HOG0022439	OG0015709	n0						SORBI_3004G288400			Zm00001eb249980_P001
N2.HOG0022440	OG0015710	n0						SORBI_3004G219400			Zm00001eb185100_P001
N2.HOG0022441	OG0015711	n0						SORBI_3004G217400			
N2.HOG0022442	OG0015712	n0						SORBI_3004G209100			Zm00001eb246670_P001
N2.HOG0022443	OG0015714	n0						SORBI_3004G203301			Zm00001eb246200_P002
N2.HOG0022444	OG0015715	n0						SORBI_3004G323400			Zm00001eb257330_P001
N2.HOG0022445	OG0015716	n0						SORBI_3004G329400			Zm00001eb257770_P002
N2.HOG0022446	OG0015717	n0						SORBI_3004G339000			Zm00001eb258440_P003
N2.HOG0022447	OG0015718	n0									Zm00001eb190640_P001
N2.HOG0022448	OG0015720	n0						SORBI_3010G229450			
N2.HOG0022449	OG0015721	n0						SORBI_3010G242800, SORBI_3010G242900			
N2.HOG0022450	OG0015723	n1						SORBI_3004G245900			Zm00001eb253910_P001
N2.HOG0022451	OG0015723	n4						SORBI_3004G245850			
N2.HOG0022452	OG0015724	n0						SORBI_3004G185200			Zm00001eb182650_P001
N2.HOG0022453	OG0015725	n0						SORBI_3010G121700			Zm00001eb280890_P001
N2.HOG0022454	OG0015726	n0						SORBI_3010G138600			Zm00001eb382130_P001
N2.HOG0022455	OG0015727	n0						SORBI_3007G183600			Zm00001eb037390_P001
N2.HOG0022456	OG0015728	n0						SORBI_3007G159600, SORBI_3007G159450, SORBI_3007G159650			Zm00001eb038360_P001
N2.HOG0022457	OG0015729	n0						SORBI_3007G130100			Zm00001eb042000_P001
N2.HOG0022458	OG0015730	n0						SORBI_3001G117600			Zm00001eb054890_P002
N2.HOG0022459	OG0015732	n0						SORBI_3001G268300			Zm00001eb026400_P006
N2.HOG0022460	OG0015733	n0						SORBI_3001G143000			Zm00001eb065420_P002
N2.HOG0022461	OG0015734	n0						SORBI_3005G090800			Zm00001eb167840_P003
N2.HOG0022462	OG0015735	n0						SORBI_3005G028500			
N2.HOG0022463	OG0015736	n0						SORBI_3007G123400			Zm00001eb178780_P002
